id;cpath;opath
703;[2262, 2264, 2267, 5174, 2269, 2270, 9641, 9638, 9639, 2301, 1844, 2298, 1853, 1868, 1850, 6423, 1848, 1872, 1864, 1873, 1172, 1303];[2262, 2264, 2267, 2270, 9638, 9639, 1844, 1844, 1853, 1868, 6423, 1864, 1864, 1873, 1172, 1303]
704;[];[]
705;[6476, 5715, 544, 7285, 547, 2370, 5228, 558, 1934, 2368, 10248, 10245, 1913, 1911, 1900, 3238, 5262, 3225, 3219, 3227, 444, 539, 3275, 909, 3168, 3146, 10023, 5252, 10063, 3123, 907, 10020, 2607, 817, 1710, 870, 10367, 49, 51];[6476, 544, 547, 2370, 2370, 2370, 2370, 2370, 2370, 5228, 5228, 558, 558, 558, 558, 2368, 10245, 1913, 1913, 1900, 5262, 5262, 3219, 3219, 444, 444, 444, 444, 444, 444, 539, 539, 3275, 3168, 5252, 5252, 2607, 2607, 2607, 2607, 2607, 817, 817, 870, 10367, 10367, 10367, 51, 51, 51, 51, 51, 51, 51, 51, 51]
706;[];[]
707;[];[]
708;[];[]
709;[10519, 2678, 4152, 2698, 5154, 4561, 8494, 5157, 7899, 5138, 1975, 1976, 8921, 8733, 303, 7765, 5398, 5255, 372, 371, 529, 3312, 531, 533, 419, 5275, 5269, 421, 7166, 408, 4891, 7092, 1942, 410, 8963, 5397, 7764, 305, 8922, 8734, 8924, 307, 7875, 7876, 2693, 9367, 2696, 2697, 4151, 2678, 4152, 2698, 5154, 4561, 8494, 5157, 7899, 5138, 1975, 1977, 8638, 8734, 8924, 306, 308, 1, 1043, 137, 5113, 10124, 5117, 132, 621, 8257, 623, 10135, 10412, 10411, 636, 626, 639, 2093, 7424, 2138, 2102, 2322, 2098, 2322, 2100, 10964, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517];[10519, 10519, 10519, 10519, 10519, 10519, 2678, 419, 421, 2678, 2678, 4152, 4152, 4561, 8494, 5157, 5157, 5157, 5157, 7899, 7899, 5138, 5138, 5138, 5138, 5138, 1977, 306, 1, 137, 137, 137, 137, 5113, 5117, 132, 132, 8257, 623, 623, 623, 623, 10412, 10411, 636, 626, 626, 626, 626, 626, 639, 7424, 2138, 2102, 2322, 2098, 2098, 2098, 2322, 2100, 2134, 2134, 2134, 2802, 2802, 2802, 2802, 8516, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517]
710;[51, 37, 41, 61, 51, 36, 42, 44, 63, 7258, 6758, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7681, 8245, 770, 8243, 10259, 925, 10273, 6412, 931, 939, 927, 9691, 833, 7782, 837, 7866, 7861, 852, 854, 7870, 8459, 108, 109, 88, 8150, 5495, 7685, 7902, 3354, 1053, 940, 30, 28, 25, 5643, 7811, 5640, 5646, 5639, 6753, 6750, 6751, 7815, 6431, 828, 7950, 46, 7955, 7953, 10560, 7956, 47, 37, 41, 61, 51, 37, 41, 61, 51];[51, 51, 51, 51, 51, 36, 42, 42, 44, 63, 63, 63, 63, 63, 7258, 7258, 7818, 7818, 727, 729, 1678, 764, 7432, 732, 7681, 8245, 770, 770, 770, 10259, 931, 939, 927, 927, 9691, 833, 7782, 837, 7866, 7866, 7861, 7861, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 854, 7870, 8459, 8459, 108, 109, 8150, 5495, 5495, 7685, 1053, 1053, 1053, 940, 28, 28, 28, 5643, 10560, 10560, 7956, 7956, 47, 47, 37, 41, 41, 61, 51, 51, 51, 61, 61, 61, 51, 51, 51, 51]
711;[2952, 8410, 2951, 1126, 595, 597, 641, 642, 644, 620, 621, 8257, 622, 2260, 1692, 2262, 2264, 2267, 5173, 1691, 1889, 2890, 2898, 2903, 2900, 2906, 5170, 9648, 738, 8048, 436, 571, 10416, 736, 3127, 735, 5246, 72, 10670, 3112, 3106, 3108, 3101, 3094, 75, 8202, 6745, 1055, 29, 11058, 7809, 7807, 7681, 8245, 770, 8243, 10259, 925, 10273, 6412];[2952, 2952, 2952, 2951, 2951, 1126, 595, 641, 620, 621, 8257, 8257, 8257, 2260, 1692, 1889, 2890, 2898, 2900, 2906, 9648, 9648, 9648, 738, 738, 8048, 8048, 436, 571, 571, 571, 10416, 736, 736, 735, 72, 3112, 3112, 3112, 3112, 3101, 75, 8202, 1055, 29, 7809, 7681, 8243, 10259, 10273, 10273, 10273, 6412, 6412]
712;[5659, 5661, 8327, 2642, 269, 2634, 296, 295, 290, 2326, 2664, 4226, 4222, 4177, 4180, 4181, 299, 9218, 1979, 313, 7875, 7877, 1975, 1976, 8921, 8733, 303, 7765, 5398, 5255, 372, 371, 530, 3314, 1725, 8481, 264, 8047, 9300, 161, 8483, 368, 5107, 1717, 1707, 3283, 3281, 1705, 7057, 1159, 3278, 3286, 3288, 866, 5685, 870, 10367];[5659, 5659, 5659, 5661, 8327, 269, 2634, 290, 290, 290, 290, 290, 2664, 4222, 4180, 4180, 4180, 4181, 9218, 1979, 7877, 1975, 1976, 8921, 8921, 8733, 8733, 7765, 5398, 371, 530, 3314, 3314, 3314, 1725, 1725, 1725, 8481, 9300, 161, 8483, 8483, 368, 368, 5107, 5107, 3283, 3278, 866, 870, 10367, 10367]
713;[8244, 7709, 7686, 8752, 940, 30, 28, 25, 5643, 7811, 5640, 5646, 5639, 6753, 6750, 6751, 7815];[8244, 8244, 7709, 8752, 8752, 8752, 8752, 940, 28, 7811, 5646, 5646, 5639, 5639, 5639, 6753, 6753, 6753, 6753, 6751, 7815]
714;[10499, 1469, 1379, 165, 167, 3950, 3831, 1603, 695, 1599, 1684, 3869, 2580, 2572, 2560, 693, 1642, 2577, 1631, 2460, 692, 1644, 3594, 7002, 690, 782, 688, 2408, 7008, 686, 682, 680, 7615, 3493, 702, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 705, 1158, 714, 5115, 715, 723, 3396, 723, 3396, 724, 2378, 8467, 6993, 722, 63, 7258, 6758];[10499, 10499, 10499, 1379, 167, 3831, 3869, 2560, 2577, 692, 1644, 688, 7008, 686, 680, 7615, 3493, 702, 1486, 1481, 3450, 3450, 10443, 5677, 7012, 7012, 7012, 712, 708, 708, 714, 714, 714, 5115, 715, 715, 715, 715, 715, 715, 715, 715, 723, 723, 3396, 3396, 724, 724, 2378, 722, 722, 722, 722, 722, 722, 722, 722, 722, 722, 722, 722, 722, 722, 7258, 6758]
715;[];[]
716;[8602, 4535, 185, 10385, 5435, 7232, 5446, 187, 10373, 7229, 5239, 10145, 5238, 7230, 10368, 7231, 8047, 9300, 161, 8483, 369, 162, 8485];[8602, 8602, 8602, 8602, 8602, 8602, 4535, 4535, 4535, 4535, 4535, 4535, 185, 185, 185, 185, 10385, 10385, 5435, 7232, 5446, 5446, 187, 10373, 10373, 5239, 5239, 9300, 161, 8483, 8485, 8485]
717;[10021, 3229, 10025, 5252, 10063, 3123, 907, 10020, 2607, 817, 1710, 869, 52, 54, 58, 23, 21, 5017, 4788];[10021, 5252, 5252, 907, 2607, 2607, 2607, 2607, 817, 817, 1710, 52, 52, 52, 52, 58, 23, 21, 21, 21, 5017, 5017, 5017, 5017, 4788]
718;[667, 668, 671, 10322, 674, 10080, 10079, 1787, 2141, 2008, 1999, 2007, 6811, 2003, 5288, 2004, 2005, 2001, 2081, 1780, 2047, 2041, 2043, 2037, 2072, 2075, 2080, 2076, 2079, 2333, 6245, 6372, 8555, 6386, 6841, 8578, 2337, 7190, 2340, 10689, 4821, 4832, 4831, 4813];[667, 668, 671, 10322, 674, 10079, 2001, 2001, 2001, 2001, 2081, 2047, 2041, 2043, 2080, 6245, 6245, 8555, 6841, 8578, 2337, 7190, 10689, 4813, 4813, 4813]
719;[835, 7712, 8475, 7710, 755, 3351, 940, 30, 28, 25, 5644, 1048, 7259, 63];[835, 835, 835, 835, 835, 8475, 7710, 7710, 7710, 7710, 7710, 7710, 755, 755, 3351, 940, 940, 30, 30, 30, 5644, 1048, 7259, 7259, 63, 63, 63, 63]
720;[];[]
721;[];[]
722;[];[]
723;[2298, 1853, 1868, 1850, 6423, 1848, 1872, 1864, 1873, 1172, 1302, 1301, 429, 432, 577, 1298, 10364];[2298, 2298, 2298, 1853, 1850, 1848, 1872, 1873, 1172, 432, 432, 577, 577, 577, 577, 10364, 10364, 10364]
724;[6626, 934, 7773, 9691, 835, 7712, 8475, 7710, 755, 3351, 941, 1052, 3355, 7904, 7684, 77, 7688, 8211];[6626, 6626, 934, 7773, 9691, 9691, 9691, 835, 835, 835, 7712, 7712, 7712, 7712, 8475, 755, 755, 755, 755, 755, 755, 755, 755, 1052, 3355, 3355, 7904, 7684, 7688, 7688, 7688, 8211]
725;[];[]
726;[10377, 10375, 1946, 416, 5390, 412, 7091, 5105, 5255, 372, 371, 529, 3312, 531, 533, 420, 5273, 7785, 527, 7172, 5365, 9845, 8645, 5726, 5232, 5223, 5233];[10377, 10377, 10377, 10377, 10377, 10377, 10377, 10377, 10375, 10375, 10375, 10375, 1946, 1946, 412, 5105, 5105, 5105, 5105, 372, 371, 371, 529, 529, 531, 531, 531, 533, 533, 533, 420, 5273, 5365, 8645, 8645, 5726, 5232, 5232, 5233, 5233, 5233, 5233, 5233, 5233, 5233, 5233]
727;[9201, 10406, 7173, 528, 7102, 1904, 3334, 1961, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 573, 575, 7917, 7915, 559, 561, 563, 4594, 10198, 889, 4590, 987, 125, 124, 7308, 106, 583, 581, 10082, 2329, 6996, 861, 8739, 984, 974, 2157, 4683, 4688, 4694, 1983, 1980, 8636];[9201, 10406, 7173, 7173, 7173, 528, 528, 528, 528, 528, 528, 528, 528, 528, 1904, 3334, 3334, 3334, 3334, 3334, 1961, 8266, 5257, 5257, 3144, 566, 3295, 567, 567, 567, 567, 572, 8719, 575, 561, 563, 4594, 4594, 10198, 987, 125, 125, 124, 583, 581, 6996, 6996, 6996, 8739, 8739, 8739, 2157, 4683, 1983, 8636, 8636, 8636, 8636]
728;[10260, 5650, 10171, 10172, 5653, 5651, 5650, 10171, 10172, 5652, 7223, 1982, 1986, 1083, 6433, 10261, 10262, 10265, 4746, 2170, 4695, 1081, 407, 399, 401, 402, 11051, 403, 396, 397, 390, 16, 10052, 13, 4806, 2198, 9, 6824, 819, 8254, 9204, 5591, 5585, 5599, 5505, 1252, 9814, 5503, 1260, 1262, 8721, 1280, 1253, 7234, 1244, 1220, 5593, 5596, 7236, 5590, 5588, 5561, 5566, 821, 822, 8253, 128, 129, 8260, 624, 8002, 8261, 5109, 5004, 134, 135, 144, 138, 9218, 1979, 313, 7875, 7877, 1975, 1977, 8638, 8734, 8924, 307, 7875, 7877, 1975, 1976, 8921, 8733, 303, 7765, 5398, 5255, 372, 371, 530, 3314, 1725, 8481, 264, 8047, 9300, 161, 8483, 368];[10260, 10260, 10171, 5651, 10261, 10262, 4746, 1081, 1081, 1081, 399, 401, 390, 16, 13, 4806, 4806, 4806, 4806, 2198, 2198, 2198, 2198, 2198, 2198, 2198, 9, 9, 9, 6824, 6824, 6824, 819, 8721, 8721, 8253, 8253, 128, 128, 8260, 8260, 8260, 8260, 8260, 624, 8002, 8002, 8261, 5109, 5004, 134, 134, 134, 134, 134, 134, 134, 144, 138, 9218, 1979, 1979, 1979, 313, 313, 1977, 1977, 1977, 1977, 1977, 8733, 5398, 372, 371, 3314, 3314, 1725, 1725, 1725, 1725, 8481, 8047, 9300, 161, 8483, 8483, 368, 368, 368]
729;[7918, 577, 1298, 10364, 7920, 7917, 7915, 559, 561, 563, 4594, 10199, 2019, 10198, 889, 4590, 987, 125, 124, 7308, 106, 583, 581, 10082, 2329, 6996, 861, 8739, 984, 974, 2157, 4683, 4688, 4694, 1983, 1980, 8636, 5651, 5650];[7918, 7918, 7918, 7918, 577, 10364, 7920, 7920, 7920, 7915, 7915, 559, 561, 4594, 4594, 2019, 2019, 2019, 2019, 10198, 10198, 987, 987, 125, 125, 124, 7308, 583, 581, 2329, 6996, 6996, 6996, 6996, 6996, 8739, 8739, 984, 984, 984, 984, 2157, 2157, 4688, 4694, 1983, 5650, 5650, 5650, 5650, 5650, 5650]
730;[8244, 7709, 7686, 8752, 940, 30, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5114, 7029, 7031, 7032, 7038, 719, 10668, 8483, 369, 162, 8485, 10979, 7510, 10109, 4869, 10544, 4870, 2459, 533, 419, 5275, 5269, 421, 7166, 408, 4891];[8244, 8244, 8244, 8244, 8752, 8752, 8752, 8752, 940, 940, 30, 30, 30, 5644, 7259, 7259, 62, 6994, 2377, 725, 5114, 5114, 5114, 7029, 719, 10668, 8483, 8483, 8483, 8483, 369, 369, 162, 8485, 10979, 10979, 10979, 4869, 2459, 2459, 2459, 2459, 2459, 533, 5269, 408, 4891]
731;[10947, 10956, 10959, 2973, 8846, 8851, 9722, 1073, 2968, 10107, 2966, 2108, 2097, 8772, 638, 628, 630, 8001, 622, 2260, 1692, 2262, 2264, 2267, 5173, 1691, 1889, 2890, 2898, 2903, 2900, 2906, 5170, 9648, 738, 8048, 436, 571, 10416, 736, 3127, 735, 5246, 72, 10670, 3112, 3106, 3108, 3100, 3109, 3104, 3106, 3108, 3101, 3094, 75, 8202, 6745, 1055, 28, 25, 5644, 1048, 7258];[10947, 10956, 8851, 9722, 2968, 638, 8001, 622, 1692, 1691, 2890, 2898, 2903, 9648, 9648, 738, 738, 738, 738, 738, 738, 8048, 8048, 8048, 8048, 8048, 436, 571, 10416, 736, 3127, 3127, 735, 735, 72, 3109, 3109, 3109, 3109, 3108, 75, 8202, 1055, 1055, 28, 5644, 7258, 7258]
732;[7795, 6702, 6698, 6700, 6697, 8770, 11049, 6695, 6763, 7502, 6708, 4777, 9347, 6807, 2065, 8284, 10548, 10553, 10006, 10031, 2727, 260, 10479, 10542, 261, 5615, 5614, 8336, 10538, 8338, 2284, 5366, 314, 315, 317, 6590, 8277, 6589, 8276, 6581, 8489, 8487, 6577, 6544, 6527, 6525, 6510, 6509, 6504, 9841, 6502, 6637, 6642, 1108, 6644, 6630, 7910, 8155];[7795, 7795, 7795, 7795, 6702, 6763, 6708, 9347, 9347, 9347, 9347, 6807, 8284, 10006, 2727, 2727, 2727, 2727, 261, 5615, 8336, 2284, 2284, 2284, 5366, 314, 315, 317, 317, 8276, 6577, 6527, 6510, 6509, 9841, 6502, 6502, 6502, 6637, 6642, 6644, 7910, 8155]
733;[909, 3168, 3146, 10023, 5252, 10064, 8788, 5279, 555, 2604, 10015, 10019, 2456, 10662, 2602, 2459, 533, 419, 5275, 5269, 421, 7166, 408, 4891, 7092, 1942, 410, 8963, 5397, 7764, 305, 8922, 8734, 8924, 307, 7875, 7876, 2693, 9367, 2696, 2697, 4151, 2677, 2685];[909, 909, 3168, 8788, 5279, 5279, 555, 2604, 2604, 10019, 10662, 2602, 533, 533, 533, 533, 533, 419, 421, 4891, 4891, 4891, 4891, 410, 5397, 7764, 305, 305, 307, 2693, 9367, 2696, 2697, 2697, 2697, 2697, 4151, 2677, 2685]
734;[7953, 10560, 7956, 47, 37, 41, 60, 10013, 866, 5685, 869, 52, 54, 57, 5134, 7045];[7953, 7953, 7953, 10560, 7956, 47, 47, 37, 41, 60, 60, 60, 10013, 866, 5685, 5685, 52, 52, 54, 54, 57, 5134, 7045, 7045, 7045]
735;[7979, 7981, 7976, 2430, 2411, 2510, 2415, 2414, 10238, 5466, 5452, 5426, 4435, 4433, 4414, 9308, 9297, 7104, 2703, 5793, 2701, 4421, 4429, 4430, 4425, 4424, 4420, 4165, 9310, 2682, 9006, 4134, 2687, 4143, 4265, 2668, 4221, 4225, 2665, 2325];[7979, 7976, 2411, 2510, 2510, 2415, 2414, 10238, 10238, 10238, 10238, 10238, 5452, 5426, 4425, 4424, 9310, 9310, 2682, 4134, 4143, 2668, 4225, 2325, 2325, 2325, 2325, 2325]
736;[9586, 9590, 10845, 9588, 9585, 9592, 9584, 282, 277, 289, 287, 11078, 2070, 4181, 299, 9218, 1979, 313, 7875, 7877, 1975, 1977, 8638, 8734, 8924, 307, 7875, 7877, 1975, 1976, 8921, 8733, 303, 7765, 5398, 5255, 372, 371, 530, 3313, 7246, 7244, 7242, 7252, 7510, 10109, 4868];[9586, 9586, 9586, 9586, 9586, 10845, 9588, 9585, 9592, 9592, 287, 2070, 2070, 2070, 4181, 299, 1979, 1979, 313, 313, 313, 1977, 1977, 1977, 8921, 7765, 7765, 5398, 372, 371, 3313, 7246, 7244, 7510, 7510, 7510, 10109, 4868, 4868, 4868]
737;[4230, 4182, 4180, 4181, 299, 9218, 1979, 313, 7875, 7877, 1975, 1977, 8638, 8734, 8924, 307, 7875, 7877, 1975, 1976, 8921, 8733, 303, 7765, 5398, 5255, 372, 371, 530, 3314, 1725, 8481, 264, 8047, 9300, 161, 8483];[4230, 4180, 4180, 4181, 9218, 9218, 1979, 1979, 1979, 1979, 313, 1977, 1977, 1977, 8638, 8733, 8733, 8733, 8733, 303, 5398, 372, 372, 371, 530, 530, 3314, 3314, 3314, 3314, 1725, 1725, 1725, 8047, 161, 161, 8483, 8483, 8483]
738;[330, 2316, 2315, 2801, 2763, 359, 3080, 331, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8515, 8518, 8517, 2760, 2129, 10286, 9114, 6429, 8845, 2973, 8846, 8851, 9722, 1073, 2968, 10107, 2966, 2108, 2097, 8772, 638, 627, 625, 624, 8002, 8261, 5109, 5004, 134, 135, 144, 139, 140, 517, 514, 516, 4145, 4146, 519, 521, 4801, 504, 10231, 506, 5162, 5159, 10974, 5145, 2504, 2509, 2412, 2429, 2431, 2500, 2435, 2476, 10457, 7014, 2438, 2407, 687, 784, 689, 7001, 3593, 1646, 1648, 1652, 1432, 1533, 7023, 6941, 1561, 1559, 7037, 7043, 1544, 5069, 4002, 1664, 5095, 1543, 1660, 7081, 9598, 188, 10238, 5467, 6775, 5432, 9873, 11029, 5457, 5474, 5420, 6771, 9021, 183, 184, 1952, 10380, 7233, 4586, 10112, 10114, 4773, 1946, 416, 5390, 412, 7091, 5105, 5255, 372, 371, 529, 3312, 531, 532, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 573, 575, 7917, 7916, 7918, 577, 1299, 1172, 1303, 2283, 1171, 1256, 8729, 1257, 1169, 10420, 5811, 9380, 1168, 3001, 1166, 1695, 7241, 1101, 1231, 4798, 1221, 1228, 1223, 451, 4824, 1176, 6873, 1182, 1202, 2343, 2338, 9043, 6884, 6886, 6880, 6872, 6882, 6891, 6896, 6876, 8584, 8589, 8591, 8587, 8585, 6877, 6897, 6892, 6890, 6893, 6895, 6888, 6879, 6851, 6847, 8572, 6838, 8571, 6407, 6385, 8556, 6373, 6246, 2334, 6237, 6239, 2074, 2073, 2036, 2044, 2052, 5583, 1782, 1219, 5586, 7235, 5565, 5570, 5584, 10487, 5572, 9383, 5568, 424, 8248, 425, 1311, 428, 429, 432, 577, 1298, 10365, 1859, 435, 437, 440, 3171, 442, 1965, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 445, 9558, 1963, 1962, 1938, 419, 5275, 5269, 421, 7166, 408, 4891, 7092, 1942, 411, 417, 413, 5391, 415, 1948, 10374, 10382, 10383, 10378, 1953, 5463, 265, 5425, 5418, 5477, 5423, 5450, 5437, 5451, 5455, 5024, 9706, 9708, 6967, 6963, 1583, 8716, 6960, 1517, 1548, 4013, 3997, 5076, 4001, 5068, 1545, 7894, 7888, 7897, 1355, 1447, 7072, 3898];[330, 330, 330, 330, 8518, 8518, 8517, 8517, 8517, 8517, 8517, 2760, 2129, 10286, 8851, 9722, 2968, 2108, 627, 625, 624, 8002, 8002, 8002, 8261, 5109, 5004, 5004, 134, 134, 134, 134, 134, 134, 135, 139, 140, 514, 516, 516, 519, 521, 504, 506, 5159, 10974, 2504, 2509, 2429, 2500, 2435, 2435, 10457, 2438, 687, 1646, 1646, 1648, 1652, 6941, 7043, 8591, 8591, 5068, 1545, 1355, 7072, 3898, 3898, 3898, 3898, 3898, 3898]
739;[2081, 1780, 2047, 2040, 10250, 1782, 1219, 5586, 7234, 1244, 1220, 5593, 5596, 7236, 5590, 5588, 5561, 5566, 821, 822, 8253, 128, 129, 8259, 634, 636, 628, 630, 8000, 10414, 631, 632, 131, 8256, 2046, 8251, 5588, 5561, 5566, 821, 822, 8253, 128, 129, 8260, 624, 8002, 8261, 5109, 5004, 134, 136, 3, 9599, 7624, 2328, 8262, 7620, 7622, 2669, 2325, 291, 292, 298, 2633, 268];[2081, 2081, 2040, 10250, 1782, 1782, 1219, 1219, 1219, 1219, 1219, 1219, 1220, 1220, 7236, 5588, 5566, 821, 822, 822, 822, 822, 8253, 8253, 128, 129, 632, 632, 129, 8260, 8260, 624, 624, 8002, 8002, 8002, 8002, 8002, 8002, 8261, 5109, 134, 134, 134, 134, 134, 134, 136, 3, 9599, 7624, 2325, 2325, 2325, 2325, 292, 2633, 2633, 268]
740;[772, 8244, 7709, 7686, 8752, 940, 30, 28, 25, 5644, 1048, 7259];[772, 772, 772, 8244, 7686, 8752, 8752, 8752, 8752, 8752, 8752, 8752, 940, 940, 28, 1048, 1048, 1048, 1048, 1048, 1048, 1048, 7259, 7259, 7259]
741;[4131, 9575, 4288, 4268, 4270, 10887, 9579, 10884, 6804, 6799, 10759, 4125, 4289, 7106, 4129, 4119, 2704, 8023, 2692, 8907, 4369, 10823, 8909, 10820, 2709, 10818, 10475, 5788, 8911, 2711, 9296, 9297, 7104, 2703, 5793, 2700, 5797, 5791, 2683, 2678, 4152, 2698, 5154, 4561, 8494, 5156, 7901];[4131, 9575, 4268, 10759, 4289, 7106, 4129, 2704, 10823, 2709, 9296, 9297, 2703, 5791, 5791, 2683, 2683, 2678, 4152, 4152, 4561, 8494, 8494, 8494, 8494, 5156, 7901, 7901, 7901]
742;[8244, 7709, 7686, 8752, 940, 30, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6998, 8466, 5344];[8244, 8244, 8752, 8752, 8752, 8752, 8752, 940, 940, 30, 5644, 1048, 7259, 62, 62, 6998, 8466, 8466, 8466, 8466, 5344]
743;[1006, 158, 7836, 1736, 1757, 1733, 7878, 4895, 4892, 7699, 4891, 7092, 1941, 5386, 372, 371];[1006, 1006, 7836, 1757, 1757, 1757, 7878, 4892, 4891, 4891, 4891, 4891, 4891, 1941, 371, 371, 371]
744;[8475, 7710, 755, 3351, 941, 1052, 3355, 7903, 5498, 753, 756, 760, 8477, 7871, 858, 9062, 860, 6991, 861, 8739, 984, 974, 2157, 4683, 4688, 4694, 1983, 1980, 8636, 5651];[8475, 8475, 8475, 8475, 8475, 8475, 7710, 7710, 7710, 7710, 755, 3351, 3351, 941, 1052, 3355, 7903, 5498, 5498, 753, 760, 760, 760, 7871, 9062, 860, 860, 8739, 8739, 984, 984, 984, 2157, 4688, 4694, 1980, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5651]
745;[];[]
746;[7252, 7511, 10978, 8481, 264, 8047, 9299, 10147, 10145, 5238, 7230, 10369, 10370, 8027, 5373, 5377, 10376, 10383, 10378, 1953, 5463, 265, 5424, 524, 523, 525, 5418, 5477, 5423, 5450, 5437, 5451, 5454, 5467, 6774, 6776, 6772, 5423, 5450, 5437, 5451, 5455, 5024, 9706, 9708, 6967, 6963, 1584, 1590, 1592, 1587, 2310, 1585, 1595, 3968, 3983, 8044, 1540, 7088, 7089, 3976, 3979];[7252, 7252, 7252, 7252, 7252, 7511, 7511, 10978, 9299, 9299, 9299, 10145, 10369, 8027, 5373, 5373, 5377, 10376, 10376, 10376, 1953, 5463, 5463, 5463, 5463, 5463, 265, 265, 524, 524, 524, 524, 5477, 5437, 5467, 5467, 5467, 5467, 5437, 5455, 5024, 9708, 6963, 1584, 1587, 1585, 1585, 1595, 8044, 7089, 3979, 3979, 3979, 3979]
747;[916, 162, 8484, 552, 5280, 10027, 7974, 3123, 908, 3229, 10024, 10022, 3147, 3169, 910, 3165, 912, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 573, 575, 7917, 7916, 7918, 577, 1299, 1172, 1303, 2283, 1171, 1256, 8729, 1257, 1169, 10420, 5811, 9380, 1168, 3001, 1166, 1695];[916, 916, 162, 8484, 8484, 8484, 8484, 8484, 552, 10027, 10024, 3147, 912, 912, 912, 3162, 3162, 3162, 3195, 3195, 3195, 3295, 10563, 3175, 8320, 567, 8719, 573, 7918, 7918, 1299, 1299, 1299, 1299, 1303, 1171, 8729, 10420, 10420, 9380, 3001, 3001, 3001, 1166, 1695]
748;[10082, 2329, 6995, 763, 110, 108, 109, 88, 8150, 5495, 7684, 77, 7687, 8213, 8246, 7264, 120, 743, 5127, 3104, 3107, 5130, 5134, 7044, 10366, 740, 3343, 3340];[10082, 2329, 6995, 6995, 6995, 6995, 6995, 763, 109, 88, 5495, 5495, 7684, 77, 7687, 8213, 120, 120, 5127, 5130, 5134, 10366, 3343, 3340, 3340]
749;[3351, 940, 31, 92, 7797, 90, 3099, 3095, 3100, 3109, 3105, 3097, 10673, 7051, 4511, 1042, 875, 886, 871, 878];[3351, 940, 940, 940, 940, 940, 940, 31, 31, 92, 92, 92, 7797, 3095, 10673, 4511, 1042, 875, 886, 871, 878, 878, 878]
750;[6476, 5715, 544, 7285, 547, 2370, 5228, 557, 549, 8632, 1904, 3334, 1961, 535, 8266, 5257, 540, 445, 9559];[6476, 5715, 544, 547, 547, 2370, 2370, 5228, 5228, 5228, 5228, 557, 549, 549, 549, 549, 549, 8632, 1904, 1904, 3334, 3334, 3334, 1961, 1961, 1961, 8266, 8266, 5257, 540, 445, 445, 445, 445, 445, 9559]
751;[1965, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 444, 539, 3275, 909, 3168, 3146, 10023, 5252, 10064, 8788, 5279, 553, 8485, 10978, 8481, 264, 8047, 9300, 160, 5666, 802, 5694, 1686, 805, 808, 5663, 10435, 712, 708];[1965, 1965, 1965, 3200, 3200, 3205, 3304, 3301, 3212, 539, 539, 539, 539, 909, 10023, 10064, 5279, 553, 553, 553, 8485, 8481, 9300, 160, 802, 1686, 805, 5663, 10435, 712, 712, 708, 708]
